# X Y
0.0 0.0
0.1 0.010000000000000002
0.2 0.04000000000000001
0.3 0.09
0.4 0.16000000000000003
0.5 0.25
0.6 0.36
0.7 0.48999999999999994
0.8 0.6400000000000001
0.9 0.81
1.0 1.0
1.1 1.2100000000000002
1.2 1.44
1.3 1.6900000000000002
1.4 1.9599999999999997
1.5 2.25
1.6 2.5600000000000005
1.7 2.8899999999999997
1.8 3.24
1.9 3.61
2.0 4.0
2.1 4.41
2.2 4.840000000000001
2.3 5.289999999999999
2.4 5.76
2.5 6.25
2.6 6.760000000000001
2.7 7.290000000000001
2.8 7.839999999999999
2.9 8.41
3.0 9.0
3.1 9.610000000000001
3.2 10.240000000000002
3.3 10.889999999999999
3.4 11.559999999999999
3.5 12.25
3.6 12.96
3.7 13.690000000000001
3.8 14.44
3.9 15.209999999999999
4.0 16.0
4.1 15.209999999999999
4.2 14.44
4.3 13.690000000000001
4.4 12.96
4.5 12.25
4.6 11.559999999999999
4.7 10.889999999999999
4.8 10.240000000000002
4.9 9.610000000000001
5.0 9.0
5.1 8.41
5.2 7.839999999999999
5.3 7.290000000000001
5.4 6.760000000000001
5.5 6.25
5.6 5.76
5.7 5.289999999999999
5.8 4.840000000000001
5.9 4.41
6.0 4.0
6.1 3.61
6.2 3.24
6.3 2.8899999999999997
6.4 2.5600000000000005
6.5 2.25
6.6 1.9599999999999997
6.7 1.6900000000000002
6.8 1.44
6.9 1.2100000000000002
7.0 1.0
7.1 0.81
7.2 0.6400000000000001
7.3 0.48999999999999994
7.4 0.36
7.5 0.25
7.6 0.16000000000000003
7.7 0.09
7.8 0.04000000000000001
7.9 0.010000000000000002
